Token 	Tags Validés
nosio 	 VER 
u 	 PRP 
duševnim 	 ADJ 
bolnicama 	 NOM:com 
i 	 KON:COOR 
sanatorijumima 	 NOM:com 
, 	 PUN 
stoje 	 VER 
njegove 	 ADJ:POS 
bele 	 ADJ 
košulje 	 NOM:com 
, 	 PUN 
uštirkane 	 ADJ 
i 	 KON:COOR 
okopnele 	 ADJ 
od 	 PRP 
upotrebe 	 NOM:com 
, 	 PUN 
a 	 KON:COOR 
kraj 	 PRP 
njih 	 PRO:PER 
, 	 PUN 
kao 	 KON:SUB 
njihov 	 ADJ:POS 
cvet 	 NOM:com 
i 	 KON:COOR 
njihova 	 ADJ:POS 
kruna 	 NOM:com 
, 	 PUN 
svežanj 	NOM:com
visokih 	 ADJ 
okovratnika 	 NOM:com 
od 	 PRP 
kaučuka 	 NOM:com 
, 	 PUN 
stegnutih 	 ADJ 
gumicom 	 NOM:com 
, 	 PUN 
sjajni 	 ADJ 
i 	 KON:COOR 
tvrdi 	 ADJ 
okovratnici 	 NOM:com 
već 	 ADV 
požuteli 	ADJ
od 	 PRP 
nikotina 	 NOM:com 
; 	 PUN 
svežanj 	 ADJ 
crnih 	 ADJ 
kravata 	 NOM:com 
, 	 PUN 
dugih 	 ADJ 
kao 	 KON:SUB 
strukovi 	 NOM:com 
vodenih 	 ADJ 
lokvanja 	 NOM:com 
; 	 PUN 
jedan 	 ADJ:IND 
par 	 NOM:com 
dugmadi 	 NOM:col 
za 	 PRP 
manžete 	 NOM:com 
od 	 PRP 
lažnog 	 ADJ 
srebra 	 NOM:com 
, 	 PUN 
sličan 	 ADJ 
vladarskom 	 ADJ 
prstenju 	 NOM:com 
s 	 PRP 
inicijalima 	 NOM:com 
. 	 SENT 
 	
Ko 	 PRO:INTR 
bi 	 VER:AUX 
se 	 PRO:REF 
dakle 	 PAR 
usudio 	 VER 
da 	 KON:SUB 
mog 	 ADJ:POS 
oca 	 NOM:com 
poredi 	VER
sa 	 PRP 
trgovačkim 	 ADJ 
putnikom 	 NOM:com 
? 	 SENT 
 	  
Kada 	 KON:SUB 
je 	 VER:AUX 
krenuo 	 VER 
na 	 PRP 
put 	 NOM:com 
, 	 PUN 
bio 	 VER 
je 	 VER:AUX 
divan 	 ADJ 
letnji 	 ADJ 
dan 	 NOM:com 
. 	 SENT 
 	  
Išao 	 VER 
je 	 VER:AUX 
velikim 	 ADJ 
Rimskim 	 ADJ 
drumom 	 NOM:com 
pun 	 ADJ 
elana 	 NOM:com 
, 	 PUN 
zamahujući 	 VER 
visoko 	 ADV 
svojim 	 ADJ:POS 
štapom 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
mi 	 PRO:PER 
smo 	 VER:AUX 
ga 	 PRO:PER 
pratili 	 VER 
na 	 PRP 
dva 	 NUM:CAR 
koraka 	 NOM:com 
, 	 PUN 
poštujući 	 VER 
njegov 	 ADJ:POS 
mir 	 NOM:com 
. 	 SENT 
 	  
No 	 KON:COOR 
kada 	 KON:SUB 
smo 	 VER:AUX 
morali 	 VER 
da 	 KON:SUB 
pređemo 	 VER 
sa 	 PRP 
Rimskog 	 ADJ 
druma 	 NOM:com 
na 	 PRP 
prašnjavi 	 ADJ 
seoski 	 ADJ 
puteljak 	 NOM:com 
, 	 PUN 
moj 	 ADJ:POS 
otac 	 NOM:com 
je 	 VER:AUX 
naglo 	 ADV 
počeo 	 VER 
da 	 KON:SUB 
gubi 	 VER 
snagu 	 NOM:com 
i 	 KON:COOR 
da 	 KON:SUB 
posustaje 	 VER 
, 	 PUN 
da 	 KON:SUB 
se 	 PRO:REF 
oslanja 	 VER 
celom 	 ADJ 
svojom 	 ADJ:POS 
težinom 	 NOM:com 
na 	 PRP 
štap 	 NOM:com 
, 	 PUN 
što 	PRO:REL
je 	 VER:AUX 
bio 	 VER 
samo 	 ADV 
dokaz 	 NOM:com 
da 	 KON:SUB 
su 	 VER:AUX 
njegovi 	 ADJ:POS 
ravni 	ADJ
tabani 	NOM:com
otkazali 	 VER 
poslušnost 	 NOM:com 
i 	 KON:COOR 
da 	 KON:SUB 
je 	 VER 
njegova 	 ADJ:POS 
unutrašnja 	 ADJ 
vatra 	 NOM:com 
počela 	 VER 
da 	 KON:SUB 
gasne 	 VER 
. 	 SENT 
 	  
Naravno 	 PAR 
, 	 PUN 
on 	 PRO:PER 
to 	 PRO:DEM 
nikada 	 ADV:IND 
ne 	 PAR 
bi 	 VER:AUX 
priznao 	 VER 
i 	 KON:COOR 
nikad 	 ADV:IND 
u 	 PRP 
životu 	 NOM:com 
ne 	 PAR 
bi 	 VER:AUX 
se 	 PRO:REF 
usudio 	 VER 
na 	 PRP 
korak 	 NOM:com 
koji 	 PRO:REL 
je 	 VER:AUX 
učinila 	 VER 
moja 	 ADJ:POS 
majka 	 NOM:com 
: 	 PUN 
zaustavila 	 VER 
je 	 VER:AUX 
ciganske 	 ADJ 
taljige 	 NOM:com 
i 	 KON:COOR 
zamolila 	 VER 
Cigane 	 NOM:NAM 
da 	 KON:SUB 
prihvate 	 VER 
gospodina 	 NOM:com 
, 	 PUN 
jer 	 KON:SUB 
gospodin 	 NOM:com 
je 	 VER 
ravnotabanaš 	 NOM:com 
i 	 KON:COOR 
gospodin 	 NOM:com 
ne 	 PAR 
može 	 VER 
da 	 KON:SUB 
izdrži 	 VER 
sve 	 ADV 
do 	 PRP 
Bakše 	 NOM:NAM 
. 	 SENT 
 	  
Zauzvrat 	 ADV 
, 	 PUN 
ona 	 PRO:DEM 
će 	 VER:AUX 
im 	 PRO:PER 
dati 	 VER 
svoju 	 ADJ:POS 
maramu 	 NOM:com 
od 	 PRP 
muslina 	 NOM:com 
. 	 SENT 
 	  
Otac 	 NOM:com 
se 	 PRO:REF 
popeo 	 VER 
u 	 PRP 
kola 	 NOM:com 
kao 	 KON:SUB 
neko 	 PRO:IND 
ko 	 PRO:REL 
se 	 PRO:REF 
tome 	 PRO:DEM 
opire 	 VER 
, 	 PUN 
ko 	 PRO:INTR 
to 	 PRO:DEM 
čini 	 VER 
za 	 PRP 
ljubav 	 NOM:com 
ostalih 	 NOM:com 
. 	 SENT 
 	  
No 	 KON:COOR 
kada 	 KON:SUB 
se 	 PRO:REF 
našao 	 VER 
kraj 	 PRP 
mlade 	 ADJ 
Ciganke 	NOM:NAM
na 	 PRP 
prednjem 	 ADJ 
sedištu 	 NOM:com 
( 	 PUN 
mi 	 PRO:PER 
smo 	 VER:AUX 
koračali 	 VER 
za 	 PRP 
kolima 	 NOM:com 
) 	 PUN 
, 	 PUN 
odjednom 	 ADV 
je 	 VER:AUX 
opet 	 ADV 
postao 	 VER 
onaj 	 ADJ:DEM 
stari 	 ADJ 
, 	 PUN 
veličanstveni 	 ADJ 
Eduard 	 NOM:NAM 
Sam 	 NOM:NAM 
, 	 PUN 
uspravna 	 ADJ 
držanja 	 NOM:com 
, 	 PUN 
pun 	 ADJ 
galantnosti 	 NOM:com 
i 	 KON:COOR 
prezira 	NOM:com
prema 	 PRP 
bogatstvu 	 NOM:com 
. 	 SENT 
 	  
U 	 PRP 
kola 	 NOM:com 
su 	 VER:AUX 
upregnute 	 VER 
dve 	 NUM:CAR 
male 	 ADJ 
šugave 	ADJ
mule 	 NOM:com 
, 	 PUN 
klipšu 	 VER 
po 	 PRP 
prašnjavom 	 ADJ 
seoskom 	 ADJ 
putu 	 NOM:com 
, 	 PUN 
a 	 KON:COOR 
u 	 PRP 
taljigama 	 NOM:com 
, 	 PUN 
ispod 	 PRP 
pocepane 	 ADJ 
šatre 	 NOM:com 
plaču 	 VER 
Cigančad 	 NOM:NAM 
kao 	 KON:SUB 
mačići 	 NOM:com 
, 	 PUN 
truckaju 	 VER 
lonci 	 NOM:com 
i 	 KON:COOR 
korita 	 NOM:com 
, 	 PUN 
a 	 KON:COOR 
mladi 	 ADJ 
brkati 	 NOM:com 
Ciganin 	 NOM:NAM 
pruža 	 VER 
mom 	 ADJ:POS 
ocu 	 NOM:com 
jedan 	NUM:CAR
dim 	 NOM:com 
iz 	 PRP 
svoje 	 ADJ:POS 
lule 	 NOM:com 
. 	 SENT 
 	  
Sedi 	 VER 
tako 	 ADV 
on 	 PRO:PER 
, 	 PUN 
moj 	 ADJ:POS 
otac 	 NOM:com 
, 	 PUN 
u 	 PRP 
taljigama 	 NOM:com 
kraj 	 PRP 
mlade 	 NOM:com 
Ciganke 	 NOM:NAM 
s 	 PRP 
nabreklim 	 ADJ 
dojkama 	 NOM:com 
, 	 PUN 
sedi 	 VER 
kao 	 KON:SUB 
princ 	 NOM:com 
od 	 PRP 
Velsa 	 NOM:NAM 
ili 	 KON:COOR 
, 	 PUN 
ako 	 KON:SUB 
hoćete 	 VER 
, 	 PUN 
kao 	 KON:SUB 
krupije 	 NOM:com 
ili 	 KON:COOR 
kao 	 KON:SUB 
maitre 	STR
d’ 	STR
hotel 	STR
( 	 PUN 
kao 	 KON:SUB 
mađioničar 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
cirkuski 	 ADJ 
menadžer 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
ukrotitelj 	 NOM:com 
lavova 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
špijun 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
antropolog 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
oberkelner 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
švercer 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
kveker 	 NOM:com 
- 	 PUN 
misionar 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
vladar 	 NOM:com 
koji 	 PRO:REL 
putuje 	 VER 
inkognito 	 ADV 
, 	 PUN 
kao 	 KON:SUB 
školski 	 ADJ 
nadzornik 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
seoski 	 ADJ 
lekar 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
najzad 	 ADV 
, 	 PUN 
kao 	 KON:SUB 
trgovački 	 ADJ 
putnik 	 NOM:com 
neke 	 ADJ:IND 
zapadnoevropske 	 ADJ 
kompanije 	 NOM:com 
za 	 PRP 
prodaju 	 NOM:com 
žileta 	 NOM:com 
) 	 PUN 
, 	 PUN 
sedi 	 VER 
uspravan 	 ADJ 
, 	 PUN 
gord 	 ADJ 
, 	 PUN 
veličanstven 	 ADJ 
u 	 PRP 
svom 	 ADJ:POS 
olimpskom 	 ADJ 
miru 	 NOM:com 
pod 	 PRP 
tamnom 	 ADJ 
krunom 	 NOM:com 
svog 	 ADJ:POS 
halbcilindra 	 NOM:com 
na 	 PRP 
koji 	 PRO:REL 
se 	 PRO:REF 
taloži 	 VER 
prašina 	 NOM:com 
kao 	 KON:SUB 
cvetni 	 ADJ 
polen 	 NOM:com 
. 	 SENT 
 	  
Za 	 PRP 
to 	 ADJ:DEM 
vreme 	 NOM:com 
u 	 PRP 
kući 	 NOM:com 
Rajnvajnovih 	 NOM:NAM 
: 	 PUN 
Gospodin 	 NOM:com 
Rajnvajn 	 NOM:NAM 
, 	 PUN 
mali 	 ADJ 
kržljavi 	 ADJ 
trgovac 	 NOM:com 
, 	 PUN 
s 	 PRP 
nosom 	 NOM:com 
u 	 PRP 
vidu 	 NOM:com 
puža 	 NOM:com 
, 	 PUN 
ćelav 	ADJ
, 	 PUN 
s 	 PRP 
kratkim 	 ADJ 
rukama 	 NOM:com 
, 	 PUN 
s 	 PRP 
glavom 	 NOM:com 
uvučenom 	 ADJ 
u 	 PRP 
ramena 	 NOM:com 
, 	 PUN 
stoji 	 VER 
na 	 PRP 
stolici 	 NOM:com 
, 	 PUN 
pogrbljen 	 ADJ 
, 	 PUN 
i 	 KON:COOR 
gleda 	 VER 
svojim 	 ADJ:POS 
sitnim 	 ADJ 
očima 	 NOM:com 
sa 	 PRP 
tih 	 ADJ:DEM 
štula 	 NOM:com 
koje 	 PRO:REL 
su 	 VER:AUX 
ga 	 PRO:PER 
uzdigle 	 VER 
i 	 KON:COOR 
istovremeno 	 ADV 
izložile 	 VER 
pogledima 	 NOM:com 
, 	 PUN 
tako 	 ADV 
da 	 KON:SUB 
mora 	 VER 
malo 	 ADV 
da 	 KON:SUB 
se 	 PRO:REF 
povije 	 VER 
, 	 PUN 
zbunjen 	 ADJ 
, 	 PUN 
da 	 KON:SUB 
se 	 PRO:REF 
uvuče 	 VER 
u 	 PRP 
svoju 	 ADJ:POS 
grbu 	 NOM:com 
kao 	 KON:SUB 
u 	 PRP 
sopstvenu 	 ADJ 
čahuru 	 NOM:com 
iz 	 PRP 
koje 	 PRO:REL 
dopire 	 VER 
njegov 	 ADJ:POS 
promukli 	 ADJ 
glas 	 NOM:com 
. 	 SENT 
 	  
Drži 	 VER 
u 	 PRP 
ruci 	 NOM:com 
golemu 	 ADJ 
svesku 	 NOM:com 
za 	 PRP 
dvojno 	 ADJ 
knjigovodstvo 	 NOM:com 
, 	 PUN 
drži 	 VER 
je 	 VER:AUX 
kao 	 ADV 
Mojsije 	 NOM:NAM 
svoje 	 ADJ:POS 
tablice 	 NOM:com 
na 	 PRP 
Sinajskoj 	 ADJ 
gori 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
uzvikuje 	 VER 
: 	 PUN 
– 	 PUN 
Eine 	STR
Singermaschine 	STR
! 	 SENT 
 	  
– 	 PUN 
Ja 	 PRO:PER 
. 	 SENT 
 	  
– 	 PUN 
Jedno 	NUM:CAR
ogledalo 	 NOM:com 
, 	 PUN 
veliko 	 ADJ 
, 	 PUN 
dvokrilno 	ADJ
. 	 SENT 
 	  
( 	 PUN 
Pauza 	NOM:com
) 	 PUN 
– 	 PUN 
Jedno 	NUM:CAR
veliko 	 ADJ 
dvokrilno 	 ADJ 
ogledalo 	 NOM:com 
! 	 SENT 
 	  
Sluga 	 NOM:com 
( 	 PUN 
na 	 PRP 
nemačkom 	 NOM:com 
) 	 PUN 
! 	 SENT 
 	  
« 	 PUN:cit 
Ne 	 PAR 
možemo 	 VER 
, 	 PUN 
gospodine 	 NOM:com 
, 	 PUN 
da 	 KON:SUB 
ga 	 PRO:PER 
nađemo 	 VER 
. 	 SENT 
 	  
» 	 PUN:cit 
Trenutna 	 ADJ 
pometnja 	 NOM:com 
. 	 SENT 
 	  
Radnici 	 NOM:com 
i 	 KON:COOR 
sluge 	 NOM:com 
počinju 	 VER 
da 	 KON:SUB 
se 	 PRO:REF 
vrzmaju 	 VER 
među 	 PRP 
nameštajem 	 NOM:com 
u 	 PRP 
dvorištu 	 NOM:com 
i 	 KON:COOR 
u 	 PRP 
sobama 	 NOM:com 
, 	 PUN 
gospodin 	 NOM:com 
Rajnvajn 	 NOM:NAM 
strpljivo 	 ADV 
trepće 	 VER 
svojim 	 ADJ:POS 
sitnim 	 ADJ 
očima 	 NOM:com 
, 	 PUN 
tražeći 	 VER 
iz 	 PRP 
te 	 ADJ:DEM 
ptičje 	 ADJ 
perspektive 	 NOM:com 
svoje 	 ADJ:POS 
ogledalo 	 NOM:com 
koje 	 PRO:REL 
se 	 PRO:REF 
zaturilo 	 VER 
u 	 PRP 
ovoj 	 ADJ:DEM 
velikoj 	 ADJ 
seobi 	 NOM:com 
naroda 	 NOM:com 
, 	 PUN 
u 	 PRP 
ovom 	 ADJ:DEM 
istorijskom 	 ADJ 
času 	 NOM:com 
punom 	 ADJ 
pometnje 	 NOM:com 
kao 	 KON:SUB 
pred 	 PRP 
potop 	 NOM:com 
. 	 SENT 
 	  
Gospođa 	 NOM:com 
Rajnvajn 	 NOM:NAM 
, 	 PUN 
krupna 	 ADJ 
kosmata 	 NOM:com 
dama 	 NOM:com 
pod 	 PRP 
staromodnim 	 ADJ 
šeširom 	 NOM:com 
s 	 PRP 
velikim 	 ADJ 
obodom 	 NOM:com 
i 	 KON:COOR 
sa 	 PRP 
šlepom 	 NOM:com 
koji 	 PRO:REL 
se 	 PRO:REF 
vuče 	 VER 
po 	 PRP 
zemlji 	 NOM:com 
, 	 PUN 
vrti 	 VER 
se 	 PRO:REF 
po 	 PRP 
polupraznim 	 ADJ 
salonima 	 NOM:com 
, 	 PUN 
potpuno 	 ADV 
izgubljena 	 ADJ 
, 	 PUN 
lišena 	 ADJ 
svojih 	 ADJ:POS 
kulisa 	 NOM:com 
u 	 PRP 
kojima 	 PRO:REL 
je 	 VER:AUX 
provela 	 VER 
svoj 	 ADJ:POS 
birgerski 	 ADJ 
vek 	 NOM:com 
, 	 PUN 
dirljivo 	 ADV 
nespretna 	 ADJ 
u 	 PRP 
svom 	 ADJ:POS 
besmislenom 	 ADJ 
kruženju 	 NOM:com 
sa 	 PRP 
apsurdnom 	 ADJ 
i 	 KON:COOR 
anahroničnom 	 ADJ 
lepezom 	 NOM:com 
u 	 PRP 
maloj 	 ADJ 
zadrigloj 	 ADJ 
ruci 	 NOM:com 
, 	 PUN 
beloj 	 ADJ 
kao 	 KON:SUB 
pergament 	 NOM:com 
. 	 SENT 
 	  
No 	 KON:COOR 
sve 	 PRO:IND 
je 	 VER:AUX 
u 	 PRP 
redu 	 NOM:com 
. 	 SENT 
 	  
Ogledalo 	 NOM:com 
je 	 VER:AUX 
izvučeno 	 VER 
iz 	 PRP 
mraka 	 NOM:com 
( 	 PUN 
bilo 	VER:AUX
je 	 VER:AUX 
prekriveno 	VER
persijskim 	 ADJ 
ćilimom 	 NOM:com 
) 	 PUN 
i 	 KON:COOR 
sad 	 ADV 
ga 	 PRO:PER 
radnici 	 NOM:com 
pažljivo 	 ADV 
stavljaju 	 VER 
u 	 PRP 
kola 	 NOM:com 
, 	 PUN 
a 	 KON:COOR 
u 	 PRP 
njemu 	 PRO:PER 
, 	 PUN 
dignutom 	 ADJ 
iznad 	 PRP 
tog 	 ADJ:DEM 
golemog 	 ADJ 
buvljeg 	 ADJ 
vašara 	 NOM:com 
, 	 PUN 
odslikava 	 VER 
se 	 PRO:REF 
letnji 	 ADJ 
idiličan 	 ADJ 
pejzaž 	 NOM:com 
, 	 PUN 
sa 	 PRP 
svojim 	 ADJ:POS 
zelenilom 	 NOM:com 
i 	 KON:COOR 
sa 	 PRP 
svojom 	 ADJ:POS 
svetlošću 	 NOM:com 
, 	 PUN 
sa 	 PRP 
parčetom 	 NOM:com 
svetloplavog 	 ADJ 
neba 	 NOM:com 
po 	 PRP 
kome 	 PRO:REL 
plove 	VER
čisti 	ADJ
beli 	 ADJ 
oblaci 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
na 	 PRP 
slikama 	 NOM:com 
flamanskih 	 ADJ 
majstora 	 NOM:com 
. 	 SENT 
 	  
Potomci 	 NOM:com 
Noja 	 NOM:NAM 
odlaze 	 VER 
u 	 PRP 
smrt 	 NOM:com 
kao 	 KON:SUB 
faraoni 	NOM:com
u 	 PRP 
mir 	 NOM:com 
svojih 	 ADJ:POS 
veličanstvenih 	 ADJ 
piramida 	 NOM:com 
, 	 PUN 
noseći 	 VER 
sa 	 PRP 
sobom 	 PRO:PER 
sva 	 ADJ:IND 
svoja 	 ADJ:POS 
ovozemaljska 	 ADJ 
dobra 	 NOM:com 
, 	 PUN 
naivno 	 ADV 
. 	 SENT 
 	  
Tepisi 	 NOM:com 
, 	 PUN 
gobleni 	NOM:com
, 	 PUN 
lavaboi 	 NOM:com 
, 	 PUN 
porcelanske 	 ADJ 
kade 	 NOM:com 
, 	 PUN 
sekreteri 	 NOM:com 
, 	 PUN 
psihe 	 NOM:com 
, 	 PUN 
mermerni 	 ADJ 
stolovi 	 NOM:com 
, 	 PUN 
stare 	 ADJ 
skupocene 	 ADJ 
knjige 	 NOM:com 
u 	 PRP 
kožnom 	 ADJ 
povezu 	 NOM:com 
, 	 PUN 
bidermajerske 	 ADJ 
fotelje 	 NOM:com 
slične 	 ADJ 
prestolu 	 NOM:com 
, 	 PUN 
otomani 	NOM:com
, 	 PUN 
ormari 	 NOM:com 
, 	 PUN 
posuđe 	 NOM:com 
, 	 PUN 
staklarija 	 NOM:com 
, 	 PUN 
kristal 	 NOM:com 
, 	 PUN 
saksije 	NOM:com
s 	 PRP 
fikusima 	 NOM:com 
, 	 PUN 
saksije 	NOM:com
s 	 PRP 
oleandrima 	 NOM:com 
, 	 PUN 
sa 	 PRP 
muškatlama 	 NOM:com 
, 	 PUN 
sa 	 PRP 
japanskom 	 ADJ 
narandžom 	 NOM:com 
, 	 PUN 
sa 	 PRP 
limunovima 	 NOM:com 
, 	 PUN 
kutije 	 NOM:com 
sa 	 PRP 
srebrnim 	 ADJ 
escajgom 	 NOM:com 
, 	 PUN 
iznutra 	 ADV 
obložene 	 ADJ 
crvenom 	 ADJ 
čojom 	 NOM:com 
, 	 PUN 
slične 	 ADJ 
kutijama 	 NOM:com 
za 	 PRP 
duel 	 NOM:com 
- 	 PUN 
pištolje 	 NOM:com 
, 	 PUN 
pijanino 	 NOM:com 
, 	 PUN 
kutija 	 NOM:com 
sa 	 PRP 
violinom 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
mali 	 ADJ 
dečji 	ADJ
sarkofag 	 NOM:com 
, 	 PUN 
fascikle 	NOM:com
s 	 PRP 
dokumentima 	 NOM:com 
, 	 PUN 
porodični 	 ADJ 
portreti 	 NOM:com 
u 	 PRP 
baroknim 	 ADJ 
ramovima 	 NOM:com 
, 	 PUN 
poremećeni 	 ADJ 
u 	 PRP 
svom 	 ADJ:POS 
prašnjavom 	 ADJ 
miru 	 NOM:com 
, 	 PUN 
lišeni 	 ADJ 
svoje 	 ADJ:POS 
vertikalne 	 ADJ 
večnosti 	 NOM:com 
, 	 PUN 
stavljeni 	 VER 
u 	 PRP 
ponižavajuće 	ADJ
, 	 PUN 
bogohulne 	 ADJ 
perspektive 	 NOM:com 
, 	 PUN 
s 	 PRP 
glavama 	 NOM:com 
naniže 	ADV
ili 	 KON:COOR 
u 	 PRP 
nekim 	 ADJ:IND 
nemogućim 	 ADJ 
skraćenjima 	 NOM:com 
gde 	 ADV:REL 
se 	 PRO:REF 
gubi 	 VER 
izraz 	 NOM:com 
lica 	 NOM:com 
i 	 KON:COOR 
snaga 	 NOM:com 
karaktera 	 NOM:com 
, 	 PUN 
zidni 	 ADJ 
časovnici 	 NOM:com 
sa 	 PRP 
zlatnikom 	 NOM:com 
klatna 	NOM:com
, 	 PUN 
slični 	 ADJ 
oltarima 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
sitni 	 ADJ 
cizelirani 	 ADJ 
budilnici 	 NOM:com 
kao 	 KON:SUB 
jabuka 	 NOM:com 
od 	 PRP 
zlata 	 NOM:com 
, 	 PUN 
veliki 	 ADJ 
crni 	 ADJ 
kišobrani 	 NOM:com 
kao 	 KON:SUB 
savijeni 	 ADJ 
pogrebni 	 ADJ 
barjaci 	 NOM:com 
, 	 PUN 
šareni 	 ADJ 
demodirani 	 ADJ 
bobičasti 	ADJ
amreli 	NOM:com
na 	 PRP 
dugačkim 	 ADJ 
pozlaćenim 	 ADJ 
drškama 	 NOM:com 
, 	 PUN 
lepršavi 	 VER 
kao 	 KON:SUB 
čipkom 	NOM:com
opervaženi 	 ADJ 
svileni 	 ADJ 
kombinezoni 	 NOM:com 
, 	 PUN 
vage 	 NOM:com 
i 	 KON:COOR 
kantari 	 NOM:com 
, 	 PUN 
čitav 	 ADJ 
muzej 	 NOM:com 
istorije 	 NOM:com 
merkantilstva 	 NOM:com 
, 	 PUN 
od 	 PRP 
bronzanog 	 ADJ 
doba 	 NOM:com 
do 	 PRP 
naših 	 ADJ:POS 
dana 	 NOM:com 
, 	 PUN 
cinkani 	 ADJ 
tegovi 	 NOM:com 
u 	 PRP 
svojim 	 ADJ:POS 
kutijama 	 NOM:com 
, 	 PUN 
poređani 	 ADJ 
po 	 PRP 
hijerarhiji 	 NOM:com 
veličine 	 NOM:com 
, 	 PUN 
tube 	 NOM:com 
štofova 	 NOM:com 
, 	 PUN 
cica 	 NOM:com 
i 	 KON:COOR 
moare 	 NOM:com 
- 	 PUN 
svile 	 NOM:com 
sa 	 PRP 
kojih 	 PRO:REL 
vise 	 NOM:com 
, 	 PUN 
poput 	 PRP 
ordenja 	 NOM:com 
, 	 PUN 
pozlaćeni 	 ADJ 
reklamni 	 ADJ 
kartončići 	 NOM:com 
sa 	 PRP 
cenom 	 NOM:com 
, 	 PUN 
brojem 	 NOM:com 
i 	 KON:COOR 
amblemom 	 NOM:com 
firme 	 NOM:com 
u 	 PRP 
vidu 	 NOM:com 
nevinog 	 ADJ 
jagnjeta 	 NOM:com 
ili 	 KON:COOR 
cveta 	 NOM:com 
margarete 	 NOM:com 
, 	 PUN 
zagonetni 	 ADJ 
sanduci 	 NOM:com 
s 	 PRP 
golemim 	 ADJ 
katancima 	 NOM:com 
, 	 PUN 
otmeni 	 ADJ 
žuti 	 ADJ 
koferi 	 NOM:com 
i 	 KON:COOR 
neseseri 	 NOM:com 
koji 	 PRO:REL 
još 	 ADV 
mirišu 	 VER 
na 	 PRP 
štavljenu 	 ADJ 
kožu 	 NOM:com 
, 	 PUN 
podbuhli 	ADJ
, 	 PUN 
nabijeni 	 ADJ 
, 	 PUN 
sa 	 PRP 
blistavim 	 ADJ 
niklovanim 	 ADJ 
kopčama 	 NOM:com 
, 	 PUN 
stegnuti 	ADJ
poprečnim 	 ADJ 
kaišima 	 NOM:com 
, 	 PUN 
gvozdene 	 ADJ 
peći 	 NOM:com 
iz 	 PRP 
kojih 	 PRO:REL 
se 	 PRO:REF 
cedi 	 VER 
čađ 	 NOM:com 
, 	 PUN 
praćene 	 ADJ 
pratećom 	ADJ
artiljerijom 	 NOM:com 
svojih 	 ADJ:POS 
čunkova 	 NOM:com 
, 	 PUN 
bilijarski 	 ADJ 
sto 	 NOM:com 
, 	 PUN 
kulisa 	 NOM:com 
za 	 PRP 
livadu 	 NOM:com 
, 	 PUN 
izlazi 	 VER 
s 	 PRP 
mukom 	 NOM:com 
na 	 PRP 
vrata 	 NOM:com 
, 	 PUN 
uz 	 PRP 
povike 	 NOM:com 
i 	 KON:COOR 
psovke 	 NOM:com 
radnika 	 NOM:com 
, 	 PUN 
kreće 	 VER 
se 	 PRO:REF 
milimetar 	 NOM:com 
po 	 PRP 
milimetar 	 NOM:com 
, 	 PUN 
praćen 	 ADJ 
kletvama 	 NOM:com 
i 	 KON:COOR 
psovkama 	 NOM:com 
kao 	 KON:SUB 
kakav 	 ADJ:IND 
prokleti 	 ADJ 
kamen 	 NOM:com 
Keopsove 	 NOM:NAM 
piramide 	 VER 
; 	 PUN 
zatim 	 ADV 
jedan 	 ADJ:IND 
nosač 	 NOM:com 
donosi 	 VER 
kugle 	 NOM:com 
, 	 PUN 
držeći 	 VER 
ih 	 PRO:PER 
pažljivo 	 ADV 
na 	 PRP 
dlanu 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
tek 	 ADV 
snesena 	ADJ
, 	 PUN 
još 	 ADV 
topla 	 ADJ 
pačja 	ADJ
jaja 	 NOM:com 
. 	 SENT 
 	  
– 	 PUN 
Ein 	STR
Lüster 	STR
! 	 SENT 
 	  
– 	 PUN 
Noch 	STR
ein 	STR
Lüster 	STR
! 	 SENT 
 	  
– 	 PUN 
Ein 	STR
Halbzylinder 	STR
! 	 SENT 
 	  
– 	 PUN 
Ein 	STR
Frack 	STR
! 	 SENT 
 	  
– 	 PUN 
Noch 	STR
ein 	STR
Frack 	STR
! 	 SENT 
 	  
– 	 PUN 
Ein 	STR
Frack 	STR
. 	 SENT 
 	  
Rekao 	 VER 
sam 	 VER:AUX 
Ein 	STR
Frack 	STR
! 	 SENT 
 	  
Ide 	 VER 
od 	 PRP 
ruke 	 NOM:com 
do 	 PRP 
ruke 	 NOM:com 
ta 	 ADJ:DEM 
ogromna 	 ADJ 
hrpa 	NOM:com
starudije 	 NOM:com 
, 	 PUN 
to 	 PRO:DEM 
